Bahasa Indonesia,Bahasa Inggris,Matematika,Fisika,Biologi,Seni,Geografi,Sejarah,Pendidikan Jasmani,Kewirausahaan,Ekonomi,MBTI,Hobi,Gaya Belajar,Jurusan Kuliah
87,93,60,65,79,72,93,86,65,86,76,ENFP,Menulis,Kinestetik,Ilmu Komunikasi
98,93,68,69,79,81,82,89,72,89,82,ENFP,Menulis,Visual,Ilmu Komunikasi
94,95,63,66,72,82,91,90,69,78,75,ENFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
93,86,69,54,75,76,93,92,75,86,81,ENFP,Menulis,Auditori,Ilmu Komunikasi
93,92,70,65,70,79,86,92,73,78,76,ESFP,Nge-Vlog,Visual,Ilmu Komunikasi
87,91,64,54,79,71,86,90,72,86,81,ESFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
99,99,63,65,71,72,92,81,80,90,75,ESFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
90,94,61,53,83,77,93,82,76,90,78,ESFP,Nge-Vlog,Visual,Ilmu Komunikasi
90,98,70,66,83,67,92,82,67,84,83,ESFP,Nge-Vlog,Visual,Ilmu Komunikasi
94,89,68,55,80,66,90,84,66,89,87,ESFP,Nge-Vlog,Auditori,Ilmu Komunikasi
93,98,69,63,88,83,87,90,74,79,83,ESFP,Nge-Vlog,Visual,Ilmu Komunikasi
93,96,67,50,81,73,92,84,61,86,89,ESFP,Nge-Vlog,Visual,Ilmu Komunikasi
89,96,68,70,71,74,87,81,79,90,85,ESFP,Menulis,Kinestetik,Ilmu Komunikasi
88,93,60,69,72,83,80,84,73,85,87,ENFP,Menulis,Kinestetik,Ilmu Komunikasi
95,90,62,59,89,80,83,84,74,85,87,ESFP,Menulis,Kinestetik,Ilmu Komunikasi
90,93,74,53,86,68,88,83,77,88,89,ESFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
89,86,60,52,80,76,85,90,62,76,75,ENFP,Menulis,Auditori,Ilmu Komunikasi
99,91,75,68,80,76,87,89,69,87,85,ENFP,Menulis,Visual,Ilmu Komunikasi
88,93,61,51,79,82,82,81,79,78,79,ESFP,Menulis,Kinestetik,Ilmu Komunikasi
92,93,74,60,75,70,87,93,75,86,79,ESFP,Nge-Vlog,Auditori,Ilmu Komunikasi
87,86,68,61,78,79,81,88,79,82,83,ESFP,Menulis,Kinestetik,Ilmu Komunikasi
92,90,71,51,88,74,84,95,70,90,78,ESFP,Menulis,Kinestetik,Ilmu Komunikasi
95,100,60,56,90,76,91,86,76,90,85,ENFP,Menulis,Auditori,Ilmu Komunikasi
88,97,67,58,89,78,83,85,68,85,89,ENFP,Menulis,Visual,Ilmu Komunikasi
89,99,69,60,85,65,88,85,63,84,85,ESFP,Nge-Vlog,Visual,Ilmu Komunikasi
87,86,61,54,74,85,84,94,60,88,77,ESFP,Nge-Vlog,Visual,Ilmu Komunikasi
87,97,75,58,83,78,89,85,66,86,85,ENFP,Menulis,Auditori,Ilmu Komunikasi
99,94,71,66,79,65,95,82,72,89,83,ESFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
96,97,60,70,80,67,95,90,71,83,77,ESFP,Menulis,Auditori,Ilmu Komunikasi
96,88,74,59,81,76,93,95,68,82,83,ENFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
99,98,65,55,80,80,86,87,71,77,90,ESFP,Nge-Vlog,Auditori,Ilmu Komunikasi
91,97,62,51,73,66,80,95,78,83,88,ESFP,Menulis,Kinestetik,Ilmu Komunikasi
98,90,62,54,82,85,93,89,62,88,83,ESFP,Nge-Vlog,Auditori,Ilmu Komunikasi
88,97,62,62,70,66,94,92,71,80,90,ENFP,Nge-Vlog,Auditori,Ilmu Komunikasi
90,91,69,65,78,76,80,93,64,75,85,ESFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
89,94,63,63,78,69,88,86,69,83,87,ENFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
97,85,74,66,77,84,87,80,68,78,78,ENFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
94,100,63,63,85,71,86,86,69,89,77,ESFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
87,93,72,55,86,74,93,89,74,78,84,ENFP,Menulis,Kinestetik,Ilmu Komunikasi
99,95,73,61,85,76,88,84,73,87,83,ENFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
98,98,69,54,86,74,87,92,68,80,88,ESFP,Nge-Vlog,Auditori,Ilmu Komunikasi
100,90,62,59,88,71,80,85,60,85,83,ENFP,Menulis,Auditori,Ilmu Komunikasi
93,97,60,65,74,84,84,93,76,89,81,ENFP,Menulis,Visual,Ilmu Komunikasi
85,98,67,61,90,77,89,80,78,81,85,ESFP,Nge-Vlog,Visual,Ilmu Komunikasi
88,100,62,65,73,76,84,89,78,89,83,ENFP,Menulis,Auditori,Ilmu Komunikasi
96,100,74,63,83,76,81,86,79,85,82,ESFP,Nge-Vlog,Auditori,Ilmu Komunikasi
86,94,72,54,84,83,85,84,79,89,82,ESFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
92,97,68,70,85,69,80,81,73,76,79,ESFP,Menulis,Visual,Ilmu Komunikasi
85,91,62,69,75,84,88,81,76,90,85,ENFP,Nge-Vlog,Auditori,Ilmu Komunikasi
86,91,68,68,76,73,85,94,61,89,86,ESFP,Nge-Vlog,Visual,Ilmu Komunikasi
100,97,67,56,85,79,92,81,61,79,81,ESFP,Menulis,Visual,Ilmu Komunikasi
96,96,73,57,72,81,89,83,71,88,75,ENFP,Menulis,Auditori,Ilmu Komunikasi
93,98,71,67,75,65,93,85,68,79,84,ENFP,Menulis,Visual,Ilmu Komunikasi
93,88,69,69,85,75,94,80,63,84,77,ENFP,Nge-Vlog,Visual,Ilmu Komunikasi
86,100,66,70,87,67,92,93,61,77,88,ESFP,Menulis,Visual,Ilmu Komunikasi
95,97,64,62,70,72,85,93,64,79,82,ENFP,Menulis,Visual,Ilmu Komunikasi
99,90,62,58,89,79,94,92,74,80,76,ESFP,Nge-Vlog,Visual,Ilmu Komunikasi
85,95,63,60,82,71,95,89,79,81,77,ESFP,Menulis,Visual,Ilmu Komunikasi
98,97,75,56,86,84,94,88,68,79,77,ENFP,Nge-Vlog,Auditori,Ilmu Komunikasi
98,89,66,56,78,74,80,92,78,79,83,ESFP,Menulis,Kinestetik,Ilmu Komunikasi
91,85,61,63,72,78,91,88,70,79,80,ENFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
87,91,69,52,80,72,95,86,63,85,90,ENFP,Menulis,Kinestetik,Ilmu Komunikasi
94,97,69,62,89,80,89,92,75,75,89,ESFP,Menulis,Visual,Ilmu Komunikasi
96,88,68,59,87,78,94,84,61,79,77,ENFP,Menulis,Visual,Ilmu Komunikasi
85,90,72,58,76,77,95,94,63,84,83,ESFP,Nge-Vlog,Auditori,Ilmu Komunikasi
90,86,75,58,74,70,86,87,80,84,81,ENFP,Menulis,Kinestetik,Ilmu Komunikasi
91,91,60,51,76,76,85,92,75,78,79,ENFP,Menulis,Visual,Ilmu Komunikasi
87,95,63,57,74,70,84,88,60,90,76,ESFP,Nge-Vlog,Auditori,Ilmu Komunikasi
93,97,62,56,71,79,93,91,64,81,84,ESFP,Menulis,Visual,Ilmu Komunikasi
89,100,64,69,76,65,92,87,79,89,82,ENFP,Nge-Vlog,Auditori,Ilmu Komunikasi
90,87,68,64,86,81,95,92,69,75,81,ENFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
89,100,66,65,89,75,80,92,61,85,79,ENFP,Menulis,Visual,Ilmu Komunikasi
93,100,61,59,71,70,91,80,77,78,79,ESFP,Nge-Vlog,Visual,Ilmu Komunikasi
85,98,63,50,81,67,90,91,67,78,90,ENFP,Nge-Vlog,Visual,Ilmu Komunikasi
100,95,74,63,76,82,95,81,76,89,88,ESFP,Nge-Vlog,Auditori,Ilmu Komunikasi
89,95,68,55,70,80,88,87,62,84,87,ENFP,Menulis,Auditori,Ilmu Komunikasi
96,96,68,69,75,81,90,91,62,77,85,ESFP,Menulis,Kinestetik,Ilmu Komunikasi
90,86,74,57,88,73,92,87,61,90,77,ESFP,Nge-Vlog,Auditori,Ilmu Komunikasi
88,99,70,63,87,79,85,85,62,80,79,ESFP,Menulis,Visual,Ilmu Komunikasi
85,96,71,70,77,66,89,82,61,76,80,ESFP,Menulis,Kinestetik,Ilmu Komunikasi
88,93,68,68,82,67,80,92,63,85,86,ESFP,Nge-Vlog,Auditori,Ilmu Komunikasi
97,100,69,50,80,73,95,81,75,84,77,ENFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
86,87,71,52,80,77,95,86,77,77,86,ENFP,Menulis,Visual,Ilmu Komunikasi
90,95,66,60,80,79,90,86,72,75,89,ENFP,Menulis,Auditori,Ilmu Komunikasi
98,98,66,61,88,84,91,91,80,76,89,ESFP,Menulis,Visual,Ilmu Komunikasi
96,97,68,56,74,78,93,92,79,85,86,ESFP,Menulis,Visual,Ilmu Komunikasi
91,85,63,58,78,85,82,80,74,82,78,ENFP,Nge-Vlog,Auditori,Ilmu Komunikasi
92,96,68,54,75,68,91,95,62,77,85,ENFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
89,95,63,68,84,75,83,82,78,75,79,ENFP,Menulis,Kinestetik,Ilmu Komunikasi
100,85,66,60,81,76,83,91,62,89,90,ESFP,Menulis,Kinestetik,Ilmu Komunikasi
100,93,74,70,89,70,93,87,74,80,84,ENFP,Nge-Vlog,Visual,Ilmu Komunikasi
91,98,72,53,81,71,88,85,65,89,90,ENFP,Menulis,Kinestetik,Ilmu Komunikasi
96,99,70,64,83,75,84,91,69,75,77,ENFP,Nge-Vlog,Auditori,Ilmu Komunikasi
93,95,71,65,76,67,90,86,74,83,83,ESFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
92,95,72,64,84,85,81,90,64,89,85,ENFP,Nge-Vlog,Visual,Ilmu Komunikasi
100,86,61,54,71,67,88,86,77,81,79,ENFP,Menulis,Visual,Ilmu Komunikasi
94,87,73,51,84,71,82,83,72,80,81,ESFP,Menulis,Visual,Ilmu Komunikasi
100,100,67,66,84,78,94,93,75,79,85,ENFP,Nge-Vlog,Visual,Ilmu Komunikasi
85,92,65,65,78,81,89,88,79,84,82,ENFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
96,94,63,57,86,84,89,82,79,90,75,ENFP,Nge-Vlog,Auditori,Ilmu Komunikasi
100,100,67,66,84,72,90,94,68,79,76,ENFP,Menulis,Auditori,Ilmu Komunikasi
92,89,61,53,76,68,92,92,74,82,90,ENFP,Nge-Vlog,Auditori,Ilmu Komunikasi
87,96,70,61,73,78,89,84,71,85,87,ESFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
89,89,75,62,71,80,82,95,78,82,80,ESFP,Menulis,Kinestetik,Ilmu Komunikasi
89,87,75,52,73,81,93,95,64,75,83,ESFP,Menulis,Auditori,Ilmu Komunikasi
89,95,67,68,75,70,81,82,62,75,76,ESFP,Menulis,Auditori,Ilmu Komunikasi
93,95,72,64,76,66,91,89,76,78,90,ENFP,Menulis,Auditori,Ilmu Komunikasi
93,100,65,68,80,83,92,88,60,76,81,ENFP,Menulis,Auditori,Ilmu Komunikasi
88,90,63,60,84,65,87,90,69,79,75,ESFP,Nge-Vlog,Visual,Ilmu Komunikasi
85,96,60,62,74,69,83,90,70,86,78,ENFP,Nge-Vlog,Auditori,Ilmu Komunikasi
98,88,75,57,83,66,91,87,77,75,82,ENFP,Nge-Vlog,Visual,Ilmu Komunikasi
96,89,63,67,70,65,92,84,80,79,76,ESFP,Menulis,Auditori,Ilmu Komunikasi
99,90,72,66,71,76,94,89,76,85,85,ESFP,Nge-Vlog,Auditori,Ilmu Komunikasi
100,91,69,60,71,76,89,80,77,83,89,ENFP,Nge-Vlog,Auditori,Ilmu Komunikasi
85,96,60,69,83,79,82,81,75,81,75,ENFP,Menulis,Visual,Ilmu Komunikasi
90,92,71,51,74,73,81,94,80,87,88,ENFP,Nge-Vlog,Visual,Ilmu Komunikasi
94,99,66,62,79,68,90,82,65,78,76,ESFP,Nge-Vlog,Visual,Ilmu Komunikasi
91,88,68,67,85,79,83,90,79,88,82,ENFP,Nge-Vlog,Visual,Ilmu Komunikasi
95,94,63,67,83,67,83,95,66,83,89,ESFP,Nge-Vlog,Auditori,Ilmu Komunikasi
93,97,71,70,85,71,91,86,60,80,82,ENFP,Nge-Vlog,Auditori,Ilmu Komunikasi
89,99,72,65,89,78,90,91,77,76,79,ESFP,Nge-Vlog,Auditori,Ilmu Komunikasi
90,95,62,52,80,71,85,93,72,76,77,ENFP,Menulis,Auditori,Ilmu Komunikasi
90,99,72,60,78,85,84,88,68,75,77,ESFP,Nge-Vlog,Visual,Ilmu Komunikasi
100,95,67,70,87,75,85,83,73,84,77,ENFP,Menulis,Auditori,Ilmu Komunikasi
86,90,63,62,72,68,94,82,70,88,90,ESFP,Menulis,Visual,Ilmu Komunikasi
90,97,65,62,90,81,90,81,67,86,77,ENFP,Nge-Vlog,Auditori,Ilmu Komunikasi
99,86,64,62,73,69,89,84,69,81,77,ESFP,Menulis,Auditori,Ilmu Komunikasi
86,96,70,61,75,85,81,85,79,76,77,ENFP,Menulis,Auditori,Ilmu Komunikasi
91,94,60,63,87,74,80,85,67,79,82,ENFP,Menulis,Auditori,Ilmu Komunikasi
95,99,62,54,86,66,82,83,74,75,86,ESFP,Menulis,Auditori,Ilmu Komunikasi
85,94,75,57,88,72,90,95,60,75,84,ENFP,Menulis,Kinestetik,Ilmu Komunikasi
95,86,61,67,75,71,82,88,76,84,80,ENFP,Menulis,Kinestetik,Ilmu Komunikasi
89,90,73,70,76,82,81,85,68,82,80,ESFP,Menulis,Auditori,Ilmu Komunikasi
91,86,67,59,75,66,83,84,66,79,79,ESFP,Menulis,Kinestetik,Ilmu Komunikasi
96,97,73,60,74,69,92,94,75,80,90,ENFP,Menulis,Visual,Ilmu Komunikasi
96,98,71,63,89,81,88,90,75,83,86,ENFP,Nge-Vlog,Auditori,Ilmu Komunikasi
90,98,74,52,81,76,91,88,72,87,81,ESFP,Nge-Vlog,Visual,Ilmu Komunikasi
95,91,63,66,76,79,89,91,61,79,88,ESFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
91,99,62,59,87,69,93,81,61,83,85,ENFP,Menulis,Auditori,Ilmu Komunikasi
100,91,62,67,78,71,86,90,71,86,83,ENFP,Nge-Vlog,Auditori,Ilmu Komunikasi
96,92,60,68,72,71,93,92,62,81,81,ESFP,Menulis,Auditori,Ilmu Komunikasi
96,86,60,68,73,70,83,86,69,87,89,ENFP,Menulis,Kinestetik,Ilmu Komunikasi
100,97,70,62,71,69,86,80,62,75,84,ENFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
99,97,68,67,80,73,89,86,67,85,77,ENFP,Menulis,Visual,Ilmu Komunikasi
86,92,63,54,73,71,90,91,68,79,79,ENFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
97,90,69,51,78,70,86,87,63,88,88,ESFP,Nge-Vlog,Visual,Ilmu Komunikasi
85,90,68,62,83,71,87,87,67,88,79,ESFP,Nge-Vlog,Auditori,Ilmu Komunikasi
89,86,71,70,73,67,93,95,75,85,81,ENFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
89,93,65,70,79,83,85,86,68,82,87,ESFP,Menulis,Visual,Ilmu Komunikasi
97,85,69,59,71,67,94,82,71,83,83,ESFP,Menulis,Visual,Ilmu Komunikasi
85,93,66,57,87,65,94,86,74,75,75,ENFP,Nge-Vlog,Visual,Ilmu Komunikasi
87,94,68,50,86,82,91,91,71,75,78,ESFP,Nge-Vlog,Auditori,Ilmu Komunikasi
87,95,69,70,88,84,88,95,71,77,82,ENFP,Menulis,Auditori,Ilmu Komunikasi
99,99,64,65,85,72,82,85,65,81,80,ENFP,Nge-Vlog,Auditori,Ilmu Komunikasi
91,86,63,70,80,72,92,86,76,85,88,ENFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
92,87,70,56,73,81,83,94,70,84,89,ENFP,Nge-Vlog,Visual,Ilmu Komunikasi
97,98,68,69,81,65,85,95,69,76,84,ESFP,Menulis,Kinestetik,Ilmu Komunikasi
87,85,74,56,72,82,93,85,77,82,82,ESFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
85,97,71,52,70,72,89,81,78,77,83,ESFP,Menulis,Kinestetik,Ilmu Komunikasi
89,87,60,54,71,76,93,84,77,77,84,ESFP,Nge-Vlog,Auditori,Ilmu Komunikasi
98,98,68,53,79,78,81,89,60,83,77,ESFP,Nge-Vlog,Auditori,Ilmu Komunikasi
99,92,68,55,73,67,91,82,77,77,89,ESFP,Menulis,Auditori,Ilmu Komunikasi
88,96,60,70,72,71,87,91,63,79,86,ENFP,Menulis,Kinestetik,Ilmu Komunikasi
86,100,70,68,89,68,80,91,80,76,79,ENFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
89,87,61,67,86,85,93,89,80,80,75,ENFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
88,97,63,64,87,79,85,80,60,79,81,ENFP,Nge-Vlog,Visual,Ilmu Komunikasi
88,95,73,52,82,81,94,90,75,84,80,ESFP,Nge-Vlog,Auditori,Ilmu Komunikasi
86,99,62,61,89,82,92,82,79,85,76,ESFP,Menulis,Kinestetik,Ilmu Komunikasi
88,96,72,68,80,78,83,93,79,87,77,ENFP,Nge-Vlog,Auditori,Ilmu Komunikasi
95,99,74,60,71,85,82,91,63,79,83,ESFP,Menulis,Kinestetik,Ilmu Komunikasi
89,88,75,70,70,81,93,91,75,81,86,ESFP,Menulis,Visual,Ilmu Komunikasi
85,96,60,52,78,83,87,87,75,83,78,ENFP,Nge-Vlog,Auditori,Ilmu Komunikasi
98,85,70,56,88,71,88,91,62,77,89,ENFP,Nge-Vlog,Kinestetik,Ilmu Komunikasi
91,88,74,55,71,82,80,84,76,85,87,ESFP,Menulis,Kinestetik,Ilmu Komunikasi
93,95,65,59,78,65,91,82,71,81,88,ENFP,Menulis,Auditori,Ilmu Komunikasi
94,98,71,54,85,70,85,88,76,89,86,ENFP,Menulis,Kinestetik,Ilmu Komunikasi
90,94,62,52,70,84,85,81,79,81,80,ESFP,Nge-Vlog,Visual,Ilmu Komunikasi
91,95,61,61,70,77,82,95,78,88,85,ENFP,Menulis,Visual,Ilmu Komunikasi
90,94,63,57,72,72,81,92,69,90,84,ESFP,Menulis,Visual,Ilmu Komunikasi
98,88,68,53,79,82,83,81,78,79,77,ESFP,Nge-Vlog,Visual,Ilmu Komunikasi
99,86,66,62,83,77,90,88,60,80,75,ESFP,Nge-Vlog,Visual,Ilmu Komunikasi
93,85,62,55,90,75,85,84,72,81,85,ENTJ,Debat,Visual,Hukum
99,88,63,57,77,75,82,88,74,84,78,ENTJ,Membaca,Kinestetik,Hukum
86,90,72,51,70,78,82,83,72,83,84,ENTJ,Debat,Auditori,Hukum
96,94,67,51,77,81,91,94,66,76,81,ESTJ,Membaca,Visual,Hukum
97,86,64,55,74,69,85,85,73,84,82,ESTJ,Membaca,Kinestetik,Hukum
89,99,72,58,77,85,84,84,71,83,82,ESTJ,Debat,Kinestetik,Hukum
87,91,69,50,87,79,80,81,76,80,75,ENTJ,Membaca,Auditori,Hukum
85,85,68,70,72,75,92,80,80,89,81,ENTJ,Debat,Visual,Hukum
99,88,67,65,90,73,83,87,73,83,83,ESTJ,Membaca,Kinestetik,Hukum
93,85,73,65,71,84,95,95,72,89,80,ESTJ,Membaca,Visual,Hukum
96,92,71,57,74,80,84,90,76,84,88,ENTJ,Membaca,Kinestetik,Hukum
87,91,62,50,82,77,87,82,65,82,75,ENTJ,Debat,Kinestetik,Hukum
92,96,69,66,84,69,85,83,74,86,90,ENTJ,Debat,Visual,Hukum
88,94,61,53,78,68,81,80,74,77,82,ESTJ,Membaca,Visual,Hukum
97,89,60,62,74,68,93,89,74,86,88,ENTJ,Debat,Auditori,Hukum
90,91,66,68,74,71,92,88,78,80,85,ENTJ,Debat,Kinestetik,Hukum
97,90,74,65,76,78,93,88,74,77,76,ENTJ,Membaca,Kinestetik,Hukum
96,95,69,54,74,74,92,88,65,80,87,ENTJ,Debat,Visual,Hukum
91,98,68,52,83,82,82,83,70,75,90,ENTJ,Debat,Kinestetik,Hukum
99,97,64,61,73,78,84,88,74,89,75,ENTJ,Debat,Visual,Hukum
92,88,62,60,89,73,89,89,72,82,88,ENTJ,Debat,Kinestetik,Hukum
90,86,68,62,84,79,95,84,63,75,80,ENTJ,Membaca,Visual,Hukum
93,91,60,55,82,80,95,92,70,77,77,ENTJ,Membaca,Kinestetik,Hukum
100,91,62,53,85,81,81,83,63,89,90,ENTJ,Membaca,Auditori,Hukum
94,88,70,64,73,85,95,86,72,87,75,ESTJ,Membaca,Kinestetik,Hukum
92,90,74,67,84,77,92,89,68,82,77,ENTJ,Membaca,Auditori,Hukum
86,85,71,59,89,66,92,95,72,83,75,ENTJ,Membaca,Visual,Hukum
90,85,68,55,86,71,84,93,75,82,78,ESTJ,Debat,Auditori,Hukum
94,95,73,59,71,68,85,90,78,89,81,ENTJ,Membaca,Visual,Hukum
89,99,75,51,72,85,80,87,72,77,81,ENTJ,Debat,Visual,Hukum
87,88,63,53,72,76,85,90,67,79,87,ESTJ,Membaca,Visual,Hukum
94,95,66,69,86,69,94,89,64,88,88,ESTJ,Debat,Visual,Hukum
87,98,72,54,86,67,89,86,60,78,85,ESTJ,Membaca,Visual,Hukum
91,93,65,59,77,83,80,93,75,89,77,ENTJ,Membaca,Kinestetik,Hukum
95,99,69,65,90,69,95,87,65,76,82,ESTJ,Debat,Visual,Hukum
91,100,61,56,84,70,83,89,74,85,77,ESTJ,Membaca,Auditori,Hukum
86,91,74,52,81,68,86,86,78,82,84,ESTJ,Debat,Visual,Hukum
94,91,67,69,80,79,81,89,70,89,75,ESTJ,Membaca,Auditori,Hukum
100,94,75,51,86,74,88,82,76,78,84,ESTJ,Debat,Visual,Hukum
94,99,67,51,75,65,89,95,61,86,75,ESTJ,Debat,Kinestetik,Hukum
93,97,64,59,89,68,83,95,69,83,85,ESTJ,Membaca,Auditori,Hukum
97,92,72,57,83,68,86,86,76,77,85,ESTJ,Debat,Kinestetik,Hukum
88,99,73,54,76,76,86,80,76,80,80,ESTJ,Membaca,Kinestetik,Hukum
89,85,66,55,70,68,88,87,66,78,79,ESTJ,Membaca,Visual,Hukum
87,97,64,59,88,78,87,80,68,88,87,ENTJ,Membaca,Auditori,Hukum
99,87,65,68,73,74,81,84,69,90,89,ESTJ,Membaca,Visual,Hukum
99,99,67,57,83,74,91,85,63,78,85,ESTJ,Debat,Auditori,Hukum
93,86,70,69,70,80,92,82,70,86,79,ENTJ,Membaca,Visual,Hukum
90,87,74,57,84,84,84,86,70,84,79,ESTJ,Membaca,Kinestetik,Hukum
91,94,67,59,84,77,82,81,75,76,75,ESTJ,Debat,Auditori,Hukum
87,93,74,65,72,82,87,86,60,75,86,ESTJ,Debat,Auditori,Hukum
89,92,64,58,73,76,86,84,66,82,90,ESTJ,Membaca,Visual,Hukum
100,96,60,60,80,67,86,95,71,87,86,ESTJ,Membaca,Auditori,Hukum
92,99,74,50,83,81,86,81,72,88,87,ESTJ,Debat,Visual,Hukum
85,93,69,59,77,76,86,85,76,77,89,ENTJ,Debat,Visual,Hukum
85,99,60,57,80,83,84,87,67,76,84,ENTJ,Debat,Visual,Hukum
97,91,73,58,77,83,91,88,63,77,88,ENTJ,Membaca,Kinestetik,Hukum
97,89,75,57,73,85,90,84,71,78,81,ESTJ,Membaca,Visual,Hukum
92,85,71,59,89,81,84,80,66,84,89,ESTJ,Membaca,Kinestetik,Hukum
94,88,71,62,81,84,82,83,62,88,85,ESTJ,Membaca,Visual,Hukum
86,90,66,63,90,67,83,92,66,83,86,ENTJ,Membaca,Kinestetik,Hukum
97,88,61,53,87,81,92,82,78,76,88,ESTJ,Membaca,Auditori,Hukum
94,86,65,67,72,84,93,90,63,83,76,ENTJ,Membaca,Auditori,Hukum
87,94,70,51,89,65,90,86,75,77,79,ENTJ,Debat,Visual,Hukum
89,100,61,56,88,78,93,93,73,86,82,ENTJ,Membaca,Auditori,Hukum
97,95,74,68,82,72,85,93,71,88,82,ENTJ,Membaca,Auditori,Hukum
94,98,67,52,70,70,89,85,76,75,82,ENTJ,Membaca,Visual,Hukum
100,91,74,69,82,71,81,92,71,89,86,ESTJ,Debat,Visual,Hukum
100,93,60,50,90,69,86,82,61,77,90,ESTJ,Membaca,Kinestetik,Hukum
95,99,70,70,86,69,91,85,78,76,78,ENTJ,Membaca,Auditori,Hukum
87,88,62,59,81,80,93,95,77,77,83,ESTJ,Debat,Kinestetik,Hukum
97,98,66,52,83,76,89,81,68,80,85,ESTJ,Debat,Kinestetik,Hukum
95,92,69,61,86,72,93,90,74,81,80,ENTJ,Debat,Kinestetik,Hukum
94,85,74,69,87,67,95,95,78,87,82,ENTJ,Debat,Visual,Hukum
90,87,65,50,79,84,91,84,61,85,82,ESTJ,Debat,Auditori,Hukum
92,88,64,59,76,75,81,86,62,84,79,ENTJ,Membaca,Visual,Hukum
89,100,69,55,73,76,90,83,63,84,85,ENTJ,Debat,Auditori,Hukum
90,93,70,69,75,77,87,87,76,85,83,ENTJ,Membaca,Kinestetik,Hukum
92,97,68,57,90,80,91,81,77,75,90,ENTJ,Debat,Visual,Hukum
98,94,69,63,81,83,87,81,75,76,75,ENTJ,Membaca,Visual,Hukum
95,96,68,66,79,77,87,93,67,79,81,ENTJ,Debat,Kinestetik,Hukum
86,100,70,60,90,65,91,90,71,84,88,ENTJ,Membaca,Kinestetik,Hukum
100,95,65,68,74,72,92,94,80,79,83,ESTJ,Membaca,Auditori,Hukum
92,96,65,59,85,76,84,90,73,88,85,ENTJ,Membaca,Visual,Hukum
86,97,64,62,82,83,86,82,69,84,84,ESTJ,Membaca,Visual,Hukum
97,100,60,60,79,68,93,83,67,81,87,ENTJ,Membaca,Visual,Hukum
93,99,61,55,82,66,87,95,67,83,76,ESTJ,Debat,Visual,Hukum
96,93,66,62,88,73,87,92,70,90,87,ESTJ,Membaca,Visual,Hukum
85,85,71,66,75,85,83,80,61,86,78,ESTJ,Debat,Auditori,Hukum
89,100,61,66,77,82,90,94,72,88,79,ENTJ,Debat,Kinestetik,Hukum
89,99,68,70,81,65,92,92,78,77,84,ENTJ,Debat,Visual,Hukum
100,97,60,59,70,85,85,93,74,88,79,ENTJ,Debat,Auditori,Hukum
89,98,70,66,72,67,84,80,71,85,83,ESTJ,Debat,Kinestetik,Hukum
88,88,69,70,74,81,93,87,72,80,80,ENTJ,Debat,Auditori,Hukum
91,87,61,65,77,73,85,81,62,83,80,ESTJ,Debat,Auditori,Hukum
97,94,67,51,70,77,84,85,70,77,90,ESTJ,Debat,Auditori,Hukum
92,100,63,69,81,68,88,94,70,84,77,ESTJ,Membaca,Visual,Hukum
87,88,73,66,70,71,90,88,69,78,87,ESTJ,Membaca,Visual,Hukum
100,91,67,60,73,66,81,93,74,76,76,ESTJ,Debat,Visual,Hukum
87,90,69,52,83,71,94,95,77,78,76,ENTJ,Debat,Visual,Hukum
87,96,73,52,90,79,87,82,69,83,87,ENTJ,Debat,Kinestetik,Hukum
97,93,64,66,72,78,82,90,75,77,77,ESTJ,Membaca,Visual,Hukum
96,95,68,63,76,67,83,83,61,80,79,ESTJ,Debat,Visual,Hukum
86,86,65,66,79,72,89,82,80,89,88,ESTJ,Membaca,Kinestetik,Hukum
96,92,63,55,80,65,95,80,69,78,90,ESTJ,Membaca,Auditori,Hukum
94,86,70,56,87,68,93,89,65,85,76,ENTJ,Membaca,Auditori,Hukum
89,94,74,50,86,83,90,80,80,76,89,ENTJ,Debat,Kinestetik,Hukum
